Brand	Series	Model	Description
Canon	MG6822	0319C001	Canon PGI-270XL Pigment Black Ink Tank
Canon	MG6822	0319C009	Canon PGI-270XL PGBK Black Twin Ink Value Pack
Canon	MG6822	0337C001	Canon CLI-271XL Cyan Ink Tank
Canon	MG6822	0338C001	Canon CLI-271XL Magenta Ink Tank
Canon	MG6822	0336C001	Canon CLI-271XL Black Ink Tank
Canon	MG6822	0339C001	Canon CLI-271XL Yellow Ink Tank
Canon	MG6822	0390C006	Canon CLI-271 CMYK Assorted Ink Value Pack
Canon	MG6822	0391C001	Canon CLI-271 Cyan Ink Tank
Canon	MG6822	0392C001	Canon CLI-271 Magenta Ink Tank
Canon	MG6822	0390C001	Canon CLI-271 Black Ink Tank
Canon	MG6822	0393C001	Canon CLI-271 Yellow Ink Tank
Canon	MG7120 PIXMA	IJPGI250XLK	fuzion New Compatible Canon PGI250XL Photo Black Ink Cartridges, High Yield (6432B010)
Canon	MG7120 PIXMA	IJPGI250XL2PKS	fuzion Canon PGI-250XL New Compatible High Yield Inkjet Cartridge, Black, 2 Pack (6432B010)
Canon	MG7120 PIXMA
Canon	MG7120 PIXMA	6432B001	Canon PGI-250XL Black Ink Tank, High-Yield
Canon	MG7120 PIXMA	6432B010	Canon PGI-250XL Black Ink Tank, Twin Pack
Canon	MG7120 PIXMA	6513B009	Canon CLI-251 Black & Colour Ink Cartridges Value Pack (6513B009)
Canon	MG7120 PIXMA	6497B001	Canon PGI-250 Black Ink Tank (6497B001)
Canon	MG7120 PIXMA	6449B001	Canon CLI-251XL Cyan Ink Tank, High-Yield
Canon	MG7120 PIXMA	6450B001	Canon CLI-251XL Magenta Ink Tank, High-Yield
Canon	MG7120 PIXMA	6451B001	Canon CLI-251XL Yellow Ink Tank, High-Yield
Canon	MG7120 PIXMA	6448B001	Canon CL-251XL Black Ink Tank
Canon	MG7120 PIXMA	6452B001	Canon CLI-251XL Gray Ink Tank, High-Yield
Canon	MG7520 PIXMA	IJPGI250XLK	fuzion New Compatible Canon PGI250XL Photo Black Ink Cartridges, High Yield (6432B010)
Canon	MG7520 PIXMA	IJPGI250XL2PKS	fuzion Canon PGI-250XL New Compatible High Yield Inkjet Cartridge, Black, 2 Pack (6432B010)
Canon	MG7520 PIXMA	6432B001	Canon PGI-250XL Black Ink Tank, High-Yield
Canon	MG7520 PIXMA	6432B010	Canon PGI-250XL Black Ink Tank, Twin Pack
Canon	MG7520 PIXMA	6513B009	Canon CLI-251 Black & Colour Ink Cartridges Value Pack (6513B009)
Canon	MG7520 PIXMA	6497B001	Canon PGI-250 Black Ink Tank (6497B001)
Canon	MG7520 PIXMA	6449B001	Canon CLI-251XL Cyan Ink Tank, High-Yield
Canon	MG7520 PIXMA	6450B001	Canon CLI-251XL Magenta Ink Tank, High-Yield
Canon	MG7520 PIXMA	6451B001	Canon CLI-251XL Yellow Ink Tank, High-Yield
Canon	MG7520 PIXMA	6448B001	Canon CL-251XL Black Ink Tank
Canon	MG7520 PIXMA	6452B001	Canon CLI-251XL Gray Ink Tank, High-Yield
Canon	MG7720 PIXMA	IJPGI270XL2PKS	fuzion Canon PGI-270XL New Compatible High Yield Inkjet Cartridge, Black, 2 Pack (0319C009)
Canon	MG7720 PIXMA	IJCLI271XLSET	fuzion Canon CLI-271XL New Compatible High Yield Inkjet Cartridge Set, CMYK, 4 Pack (0390C006)
Canon	MG7720 PIXMA	0373C001	Canon PGI-270 Pigment Black Ink Tank
Canon	MG7720 PIXMA	0319C001	Canon PGI-270XL Pigment Black Ink Tank
Canon	MG7720 PIXMA	0319C009	Canon PGI-270XL PGBK Black Twin Ink Value Pack
Canon	MG7720 PIXMA	0337C001	Canon CLI-271XL Cyan Ink Tank
Canon	MG7720 PIXMA	0338C001	Canon CLI-271XL Magenta Ink Tank
Canon	MG7720 PIXMA	0336C001	Canon CLI-271XL Black Ink Tank
Canon	MG7720 PIXMA	0339C001	Canon CLI-271XL Yellow Ink Tank
Canon	MG7720 PIXMA	0340C001	Canon CLI-271XL Grey Ink Tank
Canon	MG7720 PIXMA	0390C006	Canon CLI-271 CMYK Assorted Ink Value Pack
Canon	MG7720 PIXMA	0391C001	Canon CLI-271 Cyan Ink Tank
Canon	MG7720 PIXMA	0392C001	Canon CLI-271 Magenta Ink Tank
Canon	MG7720 PIXMA	0390C001	Canon CLI-271 Black Ink Tank
Canon	MG7720 PIXMA	0393C001	Canon CLI-271 Yellow Ink Tank
Canon	MG7720 PIXMA	0394C001	Canon CLI-271 Grey Ink Tank
Canon	MG8120 PIXMA
Canon	MG8120 PIXMA
Canon	MG8120 PIXMA
Canon	MG8120 PIXMA
Canon	MG8120 PIXMA
Canon	MG8120 PIXMA
Canon	MG8120 PIXMA	4530B001	Canon PGI-225 Black Ink Tank
Canon	MG8120 PIXMA	4530B014AA	Canon PGI-225 Black Ink Tanks, Twin Pack
Canon	MG8120 PIXMA	4546B008AA	Canon CLI-226 Ink Cartridges, Black and Colour, 4 Pack
Canon	MG8120 PIXMA	CLI-226C	Canon CLI-226C Cyan Ink Tank
Canon	MG8120 PIXMA	4548B001	Canon CLI-226M Magenta Ink Tank
Canon	MG8120 PIXMA	4550B001	Canon CLI-226GY Grey Ink Tank
Canon	MG8120 PIXMA	CLI-226Y	Canon CLI-226Y Yellow Ink Tank
Canon	MG8120 PIXMA	CLI-226BK	Canon CLI-226 Black Ink Tank
Canon	MG8220 PIXMA
Canon	MG8220 PIXMA
Canon	MG8220 PIXMA
Canon	MG8220 PIXMA
Canon	MG8220 PIXMA
Canon	MG8220 PIXMA
Canon	mini260 PIXMA	1511B002	Canon CLI-36 Colour Ink Cartridge (1511B002)
Canon	mini320 PIXMA	1511B002	Canon CLI-36 Colour Ink Cartridge (1511B002)
Canon	MP130 PIXMA	6881A042	Canon BCI-24 Black and Colour Ink Cartridges, Value Pack (6881A042)
Canon	MP140 PIXMA	615B002AA	Canon PG-40 Black Ink Cartridge (615B002AA)
Canon	MP140 PIXMA	0615B053AA	Canon PG-40 Black Ink Cartridges, Twin Pack
Canon	MP140 PIXMA	1900B002A	Canon CL-31 Colour Ink Cartridge (1900B002A)
Canon	MP140 PIXMA	1899B002A	Canon PG-30 Pigment Black Ink Cartridge (1899B002A)
Canon	MP150 PIXMA
Canon	MP150 PIXMA
Canon	MP150 PIXMA
Canon	MP150 PIXMA	IJPG50	fuzion New Compatible Canon PG50 Black Ink Cartridges, Standard Yield (PG50)
Canon	MP150 PIXMA	618B002AA	Canon CL-51 Colour Ink Cartridge, High Yield (618B002AA)
Canon	MP150 PIXMA	615B002AA	Canon PG-40 Black Ink Cartridge (615B002AA)
Canon	MP150 PIXMA	0615B010	Canon PG-40/CL-41 Black/Colour Printer Ink and 50-Sheet Photo Paper Value Pack
Canon	MP150 PIXMA	617B002AA	Canon CL-41 Colour Ink Cartridge (617B002AA)
Canon	MP150 PIXMA	0615B053AA	Canon PG-40 Black Ink Cartridges, Twin Pack
Canon	MP160 PIXMA
Canon	MP160 PIXMA
Canon	MP160 PIXMA
Canon	MP160 PIXMA	IJPG50	fuzion New Compatible Canon PG50 Black Ink Cartridges, Standard Yield (PG50)
Canon	MP160 PIXMA	618B002AA	Canon CL-51 Colour Ink Cartridge, High Yield (618B002AA)
Canon	MP160 PIXMA	615B002AA	Canon PG-40 Black Ink Cartridge (615B002AA)
Canon	MP160 PIXMA	0615B010	Canon PG-40/CL-41 Black/Colour Printer Ink and 50-Sheet Photo Paper Value Pack
Canon	MP160 PIXMA	617B002AA	Canon CL-41 Colour Ink Cartridge (617B002AA)
Canon	MP160 PIXMA	0615B053AA	Canon PG-40 Black Ink Cartridges, Twin Pack
Canon	MP170 PIXMA
Canon	MP170 PIXMA
Canon	MP170 PIXMA
Canon	MP170 PIXMA	IJPG50	fuzion New Compatible Canon PG50 Black Ink Cartridges, Standard Yield (PG50)
Canon	MP170 PIXMA	618B002AA	Canon CL-51 Colour Ink Cartridge, High Yield (618B002AA)
Canon	MP170 PIXMA	615B002AA	Canon PG-40 Black Ink Cartridge (615B002AA)
Canon	MP170 PIXMA	0615B010	Canon PG-40/CL-41 Black/Colour Printer Ink and 50-Sheet Photo Paper Value Pack
Canon	MP170 PIXMA	617B002AA	Canon CL-41 Colour Ink Cartridge (617B002AA)
Canon	MP170 PIXMA	0615B053AA	Canon PG-40 Black Ink Cartridges, Twin Pack
Canon	MP180 PIXMA
Canon	MP180 PIXMA
Canon	MP180 PIXMA
Canon	MP180 PIXMA	IJPG50	fuzion New Compatible Canon PG50 Black Ink Cartridges, Standard Yield (PG50)
Canon	MP180 PIXMA	615B002AA	Canon PG-40 Black Ink Cartridge (615B002AA)
Canon	MP180 PIXMA	0615B010	Canon PG-40/CL-41 Black/Colour Printer Ink and 50-Sheet Photo Paper Value Pack
Canon	MP180 PIXMA	617B002AA	Canon CL-41 Colour Ink Cartridge (617B002AA)
Canon	MP180 PIXMA	0615B053AA	Canon PG-40 Black Ink Cartridges, Twin Pack
Canon	MP200 Smartbase
Canon	MP210 PIXMA
Canon	MP210 PIXMA	615B002AA	Canon PG-40 Black Ink Cartridge (615B002AA)
Canon	MP210 PIXMA	0615B010	Canon PG-40/CL-41 Black/Colour Printer Ink and 50-Sheet Photo Paper Value Pack
Canon	MP210 PIXMA	0615B053AA	Canon PG-40 Black Ink Cartridges, Twin Pack
Canon	MP210 PIXMA	1900B002A	Canon CL-31 Colour Ink Cartridge (1900B002A)
Canon	MP210 PIXMA	1899B002A	Canon PG-30 Pigment Black Ink Cartridge (1899B002A)
Canon	MP230 PIXMA
Canon	MP230 PIXMA	IJPG210XLK	fuzion New Compatible Canon PG210XL Black Ink Cartridges, High Yield
Canon	MP230 PIXMA
Canon	MP240 PIXMA
Canon	MP240 PIXMA	IJPG210XLK	fuzion New Compatible Canon PG210XL Black Ink Cartridges, High Yield
Canon	MP240 PIXMA
Canon	MP240 PIXMA	2973B019AA	Canon PG-210XL/CL-211XL High-Yield Ink Cartridges, Black and Colour, Value Pack
Canon	MP240 PIXMA	2973B001	Canon PG-210XL Black Ink Cartridge, High Yield (2973B001)
Canon	MP240 PIXMA	2973B020AA	Canon PG-210XL High-Yield Black Ink Cartridges, 2 Pack
Canon	MP240 PIXMA	2975B001	Canon CL-211XL Colour Ink Cartridge, High Yield (2975B001)
Canon	MP240 PIXMA	2974B001	Canon PG-210 Black Ink Cartridge
Canon	MP240 PIXMA	2976B001	Canon CL-211 Colour Ink Cartridge
Canon	MP250 PIXMA
Canon	MP250 PIXMA	IJPG210XLK	fuzion New Compatible Canon PG210XL Black Ink Cartridges, High Yield
Canon	MP250 PIXMA
Canon	MP250 PIXMA	2973B019AA	Canon PG-210XL/CL-211XL High-Yield Ink Cartridges, Black and Colour, Value Pack
Canon	MP250 PIXMA	2973B001	Canon PG-210XL Black Ink Cartridge, High Yield (2973B001)
Canon	MP250 PIXMA	2973B020AA	Canon PG-210XL High-Yield Black Ink Cartridges, 2 Pack
Canon	MP250 PIXMA	2975B001	Canon CL-211XL Colour Ink Cartridge, High Yield (2975B001)
Canon	MP250 PIXMA	2974B001	Canon PG-210 Black Ink Cartridge
Canon	MP250 PIXMA	2976B001	Canon CL-211 Colour Ink Cartridge
Canon	MP270 PIXMA
Canon	MP270 PIXMA	IJPG210XLK	fuzion New Compatible Canon PG210XL Black Ink Cartridges, High Yield
Canon	MP270 PIXMA
Canon	MP280 PIXMA
Canon	MP280 PIXMA	IJPG210XLK	fuzion New Compatible Canon PG210XL Black Ink Cartridges, High Yield
Canon	MP280 PIXMA
Canon	MP280 PIXMA	2973B019AA	Canon PG-210XL/CL-211XL High-Yield Ink Cartridges, Black and Colour, Value Pack
Canon	MP280 PIXMA	2973B001	Canon PG-210XL Black Ink Cartridge, High Yield (2973B001)
Canon	MP280 PIXMA	2975B001	Canon CL-211XL Colour Ink Cartridge, High Yield (2975B001)
Canon	MP280 PIXMA	2974B001	Canon PG-210 Black Ink Cartridge
Canon	MP280 PIXMA	2976B001	Canon CL-211 Colour Ink Cartridge
Canon	MP360 MultiPASS
Canon	MP370 MultiPASS	6881A042	Canon BCI-24 Black and Colour Ink Cartridges, Value Pack (6881A042)
Canon	MP370 MultiPASS	4480A255	Canon BCI-3e Colour Ink Tanks, Combo Pack (4480A255)
Canon	MP390 MultiPASS
Canon	MP450 PIXMA
Canon	MP450 PIXMA
Canon	MP450 PIXMA
Canon	MP450 PIXMA	IJPG50	fuzion New Compatible Canon PG50 Black Ink Cartridges, Standard Yield (PG50)
Canon	MP450 PIXMA	618B002AA	Canon CL-51 Colour Ink Cartridge, High Yield (618B002AA)
Canon	MP450 PIXMA	615B002AA	Canon PG-40 Black Ink Cartridge (615B002AA)
Canon	MP450 PIXMA	0615B010	Canon PG-40/CL-41 Black/Colour Printer Ink and 50-Sheet Photo Paper Value Pack
Canon	MP450 PIXMA	617B002AA	Canon CL-41 Colour Ink Cartridge (617B002AA)
Canon	MP450 PIXMA	0615B053AA	Canon PG-40 Black Ink Cartridges, Twin Pack
Canon	MP450 PIXMA	0619B002AA	Canon CL-52 Photo Ink Cartridge (0619B002AA)
Canon	MP460 PIXMA
Canon	MP460 PIXMA
Canon	MP460 PIXMA
Canon	MP460 PIXMA	IJPG50	fuzion New Compatible Canon PG50 Black Ink Cartridges, Standard Yield (PG50)
Canon	MP460 PIXMA	615B002AA	Canon PG-40 Black Ink Cartridge (615B002AA)
Canon	MP460 PIXMA	0615B010	Canon PG-40/CL-41 Black/Colour Printer Ink and 50-Sheet Photo Paper Value Pack
Canon	MP460 PIXMA	617B002AA	Canon CL-41 Colour Ink Cartridge (617B002AA)
Canon	MP460 PIXMA	0615B053AA	Canon PG-40 Black Ink Cartridges, Twin Pack
Canon	MP470 PIXMA
Canon	MP470 PIXMA
Canon	MP470 PIXMA
Canon	MP470 PIXMA	615B002AA	Canon PG-40 Black Ink Cartridge (615B002AA)
Canon	MP470 PIXMA	0615B053AA	Canon PG-40 Black Ink Cartridges, Twin Pack
Canon	MP470 PIXMA	1900B002A	Canon CL-31 Colour Ink Cartridge (1900B002A)
Canon	MP470 PIXMA	1899B002A	Canon PG-30 Pigment Black Ink Cartridge (1899B002A)
Canon	MP480 PIXMA	IJPG210XLK	fuzion New Compatible Canon PG210XL Black Ink Cartridges, High Yield
Canon	MP480 PIXMA
Canon	MP480 PIXMA	2973B019AA	Canon PG-210XL/CL-211XL High-Yield Ink Cartridges, Black and Colour, Value Pack
Canon	MP480 PIXMA	2973B001	Canon PG-210XL Black Ink Cartridge, High Yield (2973B001)
Canon	MP480 PIXMA	2973B020AA	Canon PG-210XL High-Yield Black Ink Cartridges, 2 Pack
Canon	MP480 PIXMA	2975B001	Canon CL-211XL Colour Ink Cartridge, High Yield (2975B001)
Canon	MP480 PIXMA	2974B001	Canon PG-210 Black Ink Cartridge
Canon	MP480 PIXMA	2976B001	Canon CL-211 Colour Ink Cartridge
Canon	MP490 PIXMA
Canon	MP490 PIXMA	IJPG210XLK	fuzion New Compatible Canon PG210XL Black Ink Cartridges, High Yield
Canon	MP490 PIXMA
Canon	MP490 PIXMA	2973B001	Canon PG-210XL Black Ink Cartridge, High Yield (2973B001)
Canon	MP490 PIXMA	2973B020AA	Canon PG-210XL High-Yield Black Ink Cartridges, 2 Pack
Canon	MP490 PIXMA	2975B001	Canon CL-211XL Colour Ink Cartridge, High Yield (2975B001)
Canon	MP490 PIXMA	2974B001	Canon PG-210 Black Ink Cartridge
Canon	MP490 PIXMA	2976B001	Canon CL-211 Colour Ink Cartridge
Canon	MP495 PIXMA
Canon	MP495 PIXMA	IJPG210XLK	fuzion New Compatible Canon PG210XL Black Ink Cartridges, High Yield
Canon	MP495 PIXMA
Canon	MP499 PIXMA
Canon	MP499 PIXMA	IJPG210XLK	fuzion New Compatible Canon PG210XL Black Ink Cartridges, High Yield
Canon	MP499 PIXMA
Canon	MP500 PIXMA	IJPGI5K	fuzion New Compatible Canon PGI5BK Black Ink Cartridges, Standard Yield (PGI5)
Canon	MP500 PIXMA	0620B036AA	Canon CLI-8 Black and Colour Ink Tanks, Value Pack
Canon	MP500 PIXMA	623B002AA	Canon CLI-8 Yellow Ink Tank (623B002AA)
Canon	MP500 PIXMA	622B002AA	Canon CLI-8 Magenta Ink Tank (622B002AA)
Canon	MP500 PIXMA	621B002AA	Canon CLI-8 Cyan Ink Tank (621B002AA)
Canon	MP500 PIXMA	620B002AA	Canon CLI-8 Black Ink Tank (620B002AA)
Canon	MP500 PIXMA	0620B037AA	Canon CLI-8 Black Ink Tank, Twin Pack (0620B014)
Canon	MP500 PIXMA	628B002AA	Canon PGI-5BK Pigment Black Ink Tank (628B002AA)
Canon	MP500 PIXMA	0621B014	Canon CLI-8 Colour 50-Sheet Photo Value Pack (0621B014)
Canon	MP510 PIXMA
Canon	MP510 PIXMA	SIC-R50B2-CA	Staples Reman Black Ink Cartridges, Canon PGI-5, Twin Pack (SIC-R50B2)
Canon	MP510 PIXMA	623B002AA	Canon CLI-8 Yellow Ink Tank (623B002AA)
Canon	MP510 PIXMA	622B002AA	Canon CLI-8 Magenta Ink Tank (622B002AA)
Canon	MP510 PIXMA	621B002AA	Canon CLI-8 Cyan Ink Tank (621B002AA)
Canon	MP510 PIXMA	0628B036AA	Canon PGI-5BK Pigment Black Ink Tanks, Twin Pack (0628B015)
Canon	MP510 PIXMA	628B002AA	Canon PGI-5BK Pigment Black Ink Tank (628B002AA)
Canon	MP510 PIXMA	0621B014	Canon CLI-8 Colour 50-Sheet Photo Value Pack (0621B014)
Canon	MP520 PIXMA	623B002AA	Canon CLI-8 Yellow Ink Tank (623B002AA)
Canon	MP520 PIXMA	622B002AA	Canon CLI-8 Magenta Ink Tank (622B002AA)
Canon	MP520 PIXMA	621B002AA	Canon CLI-8 Cyan Ink Tank (621B002AA)
Canon	MP520 PIXMA	0628B036AA	Canon PGI-5BK Pigment Black Ink Tanks, Twin Pack (0628B015)
Canon	MP520 PIXMA	628B002AA	Canon PGI-5BK Pigment Black Ink Tank (628B002AA)
Canon	MP530 PIXMA	SIC-R50B2-CA	Staples Reman Black Ink Cartridges, Canon PGI-5, Twin Pack (SIC-R50B2)
Canon	MP530 PIXMA	0620B036AA	Canon CLI-8 Black and Colour Ink Tanks, Value Pack
Canon	MP530 PIXMA	623B002AA	Canon CLI-8 Yellow Ink Tank (623B002AA)
Canon	MP530 PIXMA	622B002AA	Canon CLI-8 Magenta Ink Tank (622B002AA)
Canon	MP530 PIXMA	621B002AA	Canon CLI-8 Cyan Ink Tank (621B002AA)
Canon	MP530 PIXMA	0628B036AA	Canon PGI-5BK Pigment Black Ink Tanks, Twin Pack (0628B015)
Canon	MP530 PIXMA	620B002AA	Canon CLI-8 Black Ink Tank (620B002AA)
Canon	MP530 PIXMA	628B002AA	Canon PGI-5BK Pigment Black Ink Tank (628B002AA)
Canon	MP530 PIXMA	0621B014	Canon CLI-8 Colour 50-Sheet Photo Value Pack (0621B014)
Canon	MP540 PIXMA	IJPGI220K	fuzion New Compatible Canon PGI220BK Photo Black Ink Cartridges, Standard Yield (2945B001)
Canon	MP540 PIXMA
Canon	MP540 PIXMA
Canon	MP540 PIXMA	2945B001	Canon PGI-220 Black Ink Tank (2945B001)
Canon	MP540 PIXMA	2946B017AA	Canon CLI-221 Black and Colour Ink Tanks, Value Pack
Canon	MP540 PIXMA	2947B001	Canon CLI-221 Cyan Ink Tank (2947B001)
Canon	MP540 PIXMA	2948B001	Canon CLI-221 Magenta Ink Tank (2948B001)
Canon	MP540 PIXMA	2949B001	Canon CLI-221 Yellow Ink Tank (2949B001)
Canon	MP540 PIXMA	2946B001	Canon CLI-221 Black Ink Tank (2946B001)
Canon	MP560 PIXMA	IJPGI220K	fuzion New Compatible Canon PGI220BK Photo Black Ink Cartridges, Standard Yield (2945B001)
Canon	MP560 PIXMA
Canon	MP560 PIXMA
Canon	MP560 PIXMA
Canon	MP560 PIXMA	2945B001	Canon PGI-220 Black Ink Tank (2945B001)
Canon	MP560 PIXMA	2945B017AA	Canon PGI-220 Black Ink Tanks, Twin Value Pack
Canon	MP560 PIXMA	2946B017AA	Canon CLI-221 Black and Colour Ink Tanks, Value Pack
Canon	MP560 PIXMA	2947B001	Canon CLI-221 Cyan Ink Tank (2947B001)
Canon	MP560 PIXMA	2948B001	Canon CLI-221 Magenta Ink Tank (2948B001)
Canon	MP560 PIXMA	2949B001	Canon CLI-221 Yellow Ink Tank (2949B001)
Canon	MP560 PIXMA	2946B001	Canon CLI-221 Black Ink Tank (2946B001)
Canon	MP560 PIXMA	2945B007	Canon PGI-220/CLI-221 Black/Colour 20-Sheet Photo Paper Value Pack (2945B007)
Canon	MP600 PIXMA
Canon	MP600 PIXMA	0620B036AA	Canon CLI-8 Black and Colour Ink Tanks, Value Pack
Canon	MP600 PIXMA	623B002AA	Canon CLI-8 Yellow Ink Tank (623B002AA)
Canon	MP600 PIXMA	622B002AA	Canon CLI-8 Magenta Ink Tank (622B002AA)
Canon	MP600 PIXMA	621B002AA	Canon CLI-8 Cyan Ink Tank (621B002AA)
Canon	MP600 PIXMA	0628B036AA	Canon PGI-5BK Pigment Black Ink Tanks, Twin Pack (0628B015)
Canon	MP600 PIXMA	620B002AA	Canon CLI-8 Black Ink Tank (620B002AA)
Canon	MP600 PIXMA	0620B037AA	Canon CLI-8 Black Ink Tank, Twin Pack (0620B014)
Canon	MP600 PIXMA	628B002AA	Canon PGI-5BK Pigment Black Ink Tank (628B002AA)
Canon	MP600 PIXMA	0621B014	Canon CLI-8 Colour 50-Sheet Photo Value Pack (0621B014)
Canon	MP620 PIXMA	IJPGI220K	fuzion New Compatible Canon PGI220BK Photo Black Ink Cartridges, Standard Yield (2945B001)
Canon	MP620 PIXMA
Canon	MP620 PIXMA
Canon	MP620 PIXMA
Canon	MP620 PIXMA	2945B001	Canon PGI-220 Black Ink Tank (2945B001)
Canon	MP620 PIXMA	2945B017AA	Canon PGI-220 Black Ink Tanks, Twin Value Pack
Canon	MP620 PIXMA	2946B017AA	Canon CLI-221 Black and Colour Ink Tanks, Value Pack
Canon	MP620 PIXMA	2947B001	Canon CLI-221 Cyan Ink Tank (2947B001)
Canon	MP620 PIXMA	2948B001	Canon CLI-221 Magenta Ink Tank (2948B001)
Canon	MP620 PIXMA	2949B001	Canon CLI-221 Yellow Ink Tank (2949B001)
Canon	MP620 PIXMA	2946B001	Canon CLI-221 Black Ink Tank (2946B001)
Canon	MP620 PIXMA	2950B001	Canon CLI-221 Grey Ink Tank (2950B001)
Canon	MP620 PIXMA	2945B007	Canon PGI-220/CLI-221 Black/Colour 20-Sheet Photo Paper Value Pack (2945B007)
Canon	MP630 PIXMA	2945B007	Canon PGI-220/CLI-221 Black/Colour 20-Sheet Photo Paper Value Pack (2945B007)
Canon	MP640 PIXMA	IJPGI220K	fuzion New Compatible Canon PGI220BK Photo Black Ink Cartridges, Standard Yield (2945B001)
Canon	MP640 PIXMA
Canon	MP640 PIXMA
Canon	MP640 PIXMA
Canon	MP640 PIXMA	2945B001	Canon PGI-220 Black Ink Tank (2945B001)
Canon	MP640 PIXMA	2945B017AA	Canon PGI-220 Black Ink Tanks, Twin Value Pack
Canon	MP640 PIXMA	2946B017AA	Canon CLI-221 Black and Colour Ink Tanks, Value Pack
Canon	MP640 PIXMA	2947B001	Canon CLI-221 Cyan Ink Tank (2947B001)
Canon	MP640 PIXMA	2948B001	Canon CLI-221 Magenta Ink Tank (2948B001)
Canon	MP640 PIXMA	2949B001	Canon CLI-221 Yellow Ink Tank (2949B001)
Canon	MP640 PIXMA	2946B001	Canon CLI-221 Black Ink Tank (2946B001)
Canon	MP640 PIXMA	2945B007	Canon PGI-220/CLI-221 Black/Colour 20-Sheet Photo Paper Value Pack (2945B007)
Canon	MP700 MultiPASS	4479A003	Canon BCI-3eBk Black Ink Tank (4479A003)
Canon	MP730 MultiPASS	4479A003	Canon BCI-3eBk Black Ink Tank (4479A003)
Canon	MP730 MultiPASS	4480A255	Canon BCI-3e Colour Ink Tanks, Combo Pack (4480A255)
Canon	MP750 PIXMA	4706A003	Canon BCI-6C Cyan Ink Tank (4706A003)
Canon	MP750 PIXMA	4707A003	Canon BCI-6M Magenta Ink Tank (4707A003)
Canon	MP750 PIXMA	4708A003	Canon BCI-6Y Yellow Ink Tank (4708A003)
Canon	MP750 PIXMA	4705A020	Canon BCI-6Bk Black Ink Tanks, Twin Pack (4705A020)
Canon	MP750 PIXMA	4705A003	Canon BCI-6Bk Black Ink Tank (4705A003)
Canon	MP750 PIXMA	4706A049AA	Canon BCI-6 Colour Ink Tanks, Value Pack (4706A016)
Canon	MP760 PIXMA	4706A003	Canon BCI-6C Cyan Ink Tank (4706A003)
Canon	MP760 PIXMA	4707A003	Canon BCI-6M Magenta Ink Tank (4707A003)
Canon	MP760 PIXMA	4708A003	Canon BCI-6Y Yellow Ink Tank (4708A003)
Canon	MP760 PIXMA	4705A020	Canon BCI-6Bk Black Ink Tanks, Twin Pack (4705A020)
Canon	MP760 PIXMA	4705A003	Canon BCI-6Bk Black Ink Tank (4705A003)
Canon	MP760 PIXMA	4706A049AA	Canon BCI-6 Colour Ink Tanks, Value Pack (4706A016)
Canon	MP780 PIXMA	4706A003	Canon BCI-6C Cyan Ink Tank (4706A003)
Canon	MP780 PIXMA	4707A003	Canon BCI-6M Magenta Ink Tank (4707A003)
Canon	MP780 PIXMA	4708A003	Canon BCI-6Y Yellow Ink Tank (4708A003)
Canon	MP780 PIXMA	4705A020	Canon BCI-6Bk Black Ink Tanks, Twin Pack (4705A020)
Canon	MP780 PIXMA	4705A003	Canon BCI-6Bk Black Ink Tank (4705A003)
Canon	MP780 PIXMA	4706A049AA	Canon BCI-6 Colour Ink Tanks, Value Pack (4706A016)
Canon	MP800 PIXMA	IJPGI5K	fuzion New Compatible Canon PGI5BK Black Ink Cartridges, Standard Yield (PGI5)
Canon	MP800 PIXMA
Canon	MP800 PIXMA	0620B036AA	Canon CLI-8 Black and Colour Ink Tanks, Value Pack
Canon	MP800 PIXMA	623B002AA	Canon CLI-8 Yellow Ink Tank (623B002AA)
Canon	MP800 PIXMA	622B002AA	Canon CLI-8 Magenta Ink Tank (622B002AA)
Canon	MP800 PIXMA	621B002AA	Canon CLI-8 Cyan Ink Tank (621B002AA)
Canon	MP800 PIXMA	0628B036AA	Canon PGI-5BK Pigment Black Ink Tanks, Twin Pack (0628B015)
Canon	MP800 PIXMA	620B002AA	Canon CLI-8 Black Ink Tank (620B002AA)
Canon	MP800 PIXMA	0620B037AA	Canon CLI-8 Black Ink Tank, Twin Pack (0620B014)
Canon	MP800 PIXMA	628B002AA	Canon PGI-5BK Pigment Black Ink Tank (628B002AA)
Canon	MP800 PIXMA	0621B014	Canon CLI-8 Colour 50-Sheet Photo Value Pack (0621B014)
Canon	MP830 PIXMA
Canon	MP830 PIXMA	SIC-R50B2-CA	Staples Reman Black Ink Cartridges, Canon PGI-5, Twin Pack (SIC-R50B2)
Canon	MP830 PIXMA	0620B036AA	Canon CLI-8 Black and Colour Ink Tanks, Value Pack
Canon	MP830 PIXMA	623B002AA	Canon CLI-8 Yellow Ink Tank (623B002AA)
Canon	MP830 PIXMA	622B002AA	Canon CLI-8 Magenta Ink Tank (622B002AA)
Canon	MP830 PIXMA	621B002AA	Canon CLI-8 Cyan Ink Tank (621B002AA)
Canon	MP830 PIXMA	0628B036AA	Canon PGI-5BK Pigment Black Ink Tanks, Twin Pack (0628B015)
Canon	MP830 PIXMA	620B002AA	Canon CLI-8 Black Ink Tank (620B002AA)
Canon	MP830 PIXMA	0620B037AA	Canon CLI-8 Black Ink Tank, Twin Pack (0620B014)
Canon	MP830 PIXMA	628B002AA	Canon PGI-5BK Pigment Black Ink Tank (628B002AA)
